Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
83,"[('high_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",168,126,0.75,342,126,0.3684210526315789,0.49411764705882344,168,91,0.5416666666666666
84,"[('high_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",61,50,0.819672131147541,342,50,0.14619883040935672,0.24813895781637718,61,27,0.4426229508196721
85,"[('high_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",238,149,0.6286919831223629,342,149,0.43567251461988304,0.5146804835924006,238,122,0.5126050420168067
86,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",213,145,0.6807511737089202,342,145,0.4239766081871345,0.5225225225225225,213,114,0.5352112676056338
87,"[('high_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",9,8,0.8888888888888888,342,8,0.023391812865497075,0.045584045584045586,9,2,0.2222222222222222
88,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",1177,319,0.27102803738317754,342,319,0.9327485380116959,0.4200131665569453,1177,876,0.7442650807136788
89,"[('low_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",1210,324,0.2679900744416873,342,324,0.9473684210526315,0.4177949709864603,1210,904,0.7471074380165289
90,"[('low_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",27,23,0.8518518518518519,342,23,0.06725146198830409,0.12466124661246611,27,10,0.37037037037037035
91,"[('low_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",752,311,0.41356382978723405,342,311,0.9093567251461988,0.5685557586837294,752,531,0.7061170212765957
92,"[('medium_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",453,286,0.6313465783664459,342,286,0.8362573099415205,0.719496855345912,453,334,0.7373068432671082
93,"[('medium_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",225,182,0.8088888888888889,342,182,0.5321637426900585,0.6419753086419754,225,157,0.6977777777777778
94,"[('medium_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",63,55,0.873015873015873,342,55,0.1608187134502924,0.2716049382716049,63,33,0.5238095238095238
95,"[('medium_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",362,220,0.6094182825484764,342,220,0.6432748538011696,0.6258890469416785,362,226,0.6243093922651933
96,"[('high_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",264,171,0.6477272727272727,342,171,0.5,0.5643564356435643,264,147,0.5568181818181818
97,"[('high_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",129,92,0.7131782945736435,342,92,0.26900584795321636,0.39065817409766457,129,62,0.4806201550387597
98,"[('high_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",317,193,0.6088328075709779,342,193,0.564327485380117,0.5857359635811836,317,186,0.5867507886435331
99,"[('high_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",748,316,0.42359249329758714,342,316,0.9239766081871345,0.5808823529411765,748,581,0.7767379679144385
100,"[('low_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",812,311,0.3830049261083744,342,311,0.9093567251461988,0.5389948006932409,812,577,0.7105911330049262
101,"[('low_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",394,224,0.5685279187817259,342,224,0.6549707602339181,0.6086956521739131,394,244,0.6192893401015228
102,"[('low_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",956,324,0.3392670157068063,342,324,0.9473684210526315,0.4996144949884348,956,701,0.7332635983263598
103,"[('low_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",713,287,0.40252454417952316,342,287,0.8391812865497076,0.5440758293838862,713,485,0.6802244039270687
104,"[('low_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",238,148,0.6218487394957983,342,148,0.4327485380116959,0.5103448275862069,238,118,0.4957983193277311
105,"[('low_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",149,96,0.6442953020134228,342,96,0.2807017543859649,0.39103869653767814,149,64,0.42953020134228187
106,"[('low_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",235,154,0.6553191489361702,342,154,0.4502923976608187,0.533795493934142,235,125,0.5319148936170213
107,"[('low_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",168,114,0.6785714285714286,342,114,0.3333333333333333,0.4470588235294118,168,85,0.5059523809523809
108,"[('medium_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",210,167,0.7952380952380952,342,167,0.48830409356725146,0.605072463768116,210,139,0.6619047619047619
109,"[('medium_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",171,150,0.8771929824561403,342,150,0.43859649122807015,0.5847953216374269,171,116,0.6783625730994152
110,"[('medium_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",323,242,0.7515527950310559,342,242,0.7076023391812866,0.7289156626506023,323,237,0.7337461300309598
111,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",239,185,0.7740585774058577,342,185,0.5409356725146199,0.6368330464716007,239,160,0.6694560669456067
112,"[('medium_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",97,85,0.8762886597938144,342,85,0.24853801169590642,0.38724373576309795,97,53,0.5463917525773195
113,"[('medium_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",71,65,0.9154929577464789,342,65,0.19005847953216373,0.3147699757869249,71,36,0.5070422535211268
114,"[('medium_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",91,80,0.8791208791208791,342,80,0.23391812865497075,0.36951501154734406,91,52,0.5714285714285714
115,"[('medium_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",95,83,0.8736842105263158,342,83,0.24269005847953215,0.3798627002288329,95,46,0.4842105263157895
116,"[('high_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",238,184,0.7763713080168776,342,184,0.5380116959064327,0.6355785837651122,238,159,0.6680672268907563
117,"[('high_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",234,181,0.7735042735042735,342,181,0.5292397660818714,0.6284722222222222,234,155,0.6623931623931624
118,"[('high_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",441,268,0.6077097505668935,342,268,0.783625730994152,0.6845466155810984,441,303,0.6870748299319728
119,"[('high_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",321,206,0.6417445482866043,342,206,0.6023391812865497,0.6214177978883861,321,200,0.6230529595015576
120,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",152,111,0.7302631578947368,342,111,0.32456140350877194,0.4493927125506073,152,73,0.48026315789473684
121,"[('high_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",121,97,0.8016528925619835,342,97,0.28362573099415206,0.41900647948164144,121,56,0.4628099173553719
122,"[('high_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",150,108,0.72,342,108,0.3157894736842105,0.43902439024390244,150,66,0.44
123,"[('high_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",135,101,0.7481481481481481,342,101,0.2953216374269006,0.42348008385744235,135,59,0.43703703703703706
124,"[('low_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",794,316,0.3979848866498741,342,316,0.9239766081871345,0.5563380281690141,794,578,0.7279596977329975
125,"[('low_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",645,275,0.4263565891472868,342,275,0.804093567251462,0.5572441742654508,645,427,0.662015503875969
126,"[('low_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",821,303,0.3690621193666261,342,303,0.8859649122807017,0.5210662080825452,821,588,0.7161997563946407
127,"[('low_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",338,199,0.5887573964497042,342,199,0.5818713450292398,0.5852941176470589,338,197,0.5828402366863905
128,"[('low_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",733,292,0.39836289222373805,342,292,0.8538011695906432,0.5432558139534883,733,508,0.6930422919508867
129,"[('low_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",334,195,0.5838323353293413,342,195,0.5701754385964912,0.5769230769230769,334,193,0.5778443113772455
130,"[('medium_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",323,236,0.7306501547987616,342,236,0.6900584795321637,0.7097744360902255,323,228,0.7058823529411765
131,"[('medium_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",195,167,0.8564102564102564,342,167,0.48830409356725146,0.6219739292364991,195,136,0.6974358974358974
132,"[('medium_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",241,189,0.7842323651452282,342,189,0.5526315789473685,0.6483704974271012,241,168,0.6970954356846473
133,"[('medium_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",125,104,0.8387096774193549,342,104,0.30409356725146197,0.4463519313304722,125,64,0.512
134,"[('medium_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",287,197,0.686411149825784,342,197,0.5760233918128655,0.6263910969793323,287,180,0.627177700348432
135,"[('medium_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",126,101,0.8015873015873016,342,101,0.2953216374269006,0.4316239316239317,126,75,0.5952380952380952
136,"[('high_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",384,234,0.609375,342,234,0.6842105263157895,0.6446280991735538,384,254,0.6614583333333334
137,"[('high_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",212,156,0.7358490566037735,342,156,0.45614035087719296,0.5631768953068591,212,123,0.5801886792452831
138,"[('high_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",361,235,0.6509695290858726,342,235,0.6871345029239766,0.6685633001422475,361,239,0.6620498614958449
139,"[('high_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",188,142,0.7553191489361702,342,142,0.4152046783625731,0.5358490566037736,188,100,0.5319148936170213
140,"[('high_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",419,263,0.6276849642004774,342,263,0.7690058479532164,0.6911957950065704,419,302,0.720763723150358
141,"[('high_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",228,169,0.7412280701754386,342,169,0.49415204678362573,0.5929824561403508,228,140,0.6140350877192983
142,"[('low_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",3665,342,0.09334061135371179,342,342,1.0,0.17074388417373937,3665,2875,0.7844474761255116
143,"[('low_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",3665,323,0.08815502183406114,342,323,0.9444444444444444,0.16125811283075386,3665,2515,0.6862210095497954
144,"[('low_protein', 'HasProteinLevel'), ('water_(eurofir)', 'contains')]",3665,342,0.09334061135371179,342,342,1.0,0.17074388417373937,3665,3074,0.8387448840381991
145,"[('low_protein', 'HasProteinLevel'), ('sugar', 'contains')]",3665,342,0.09334061135371179,342,342,1.0,0.17074388417373937,3665,3096,0.8447476125511596
146,"[('low_protein', 'HasProteinLevel'), ('flour', 'contains')]",3665,342,0.09334061135371179,342,342,1.0,0.17074388417373937,3665,2970,0.810368349249659
147,"[('low_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",3665,337,0.09197598253275109,342,337,0.9853801169590644,0.16824762855716427,3665,2801,0.7642564802182811
148,"[('low_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",3665,338,0.09224890829694324,342,338,0.9883040935672515,0.1687468796804793,3665,2750,0.7503410641200545
149,"[('low_protein', 'HasProteinLevel'), ('butter', 'contains')]",3665,341,0.09306768558951965,342,341,0.9970760233918129,0.17024463305042437,3665,2966,0.8092769440654843
150,"[('low_protein', 'HasProteinLevel'), ('onion', 'contains')]",3665,323,0.08815502183406114,342,323,0.9444444444444444,0.16125811283075386,3665,2618,0.714324693042292
151,"[('low_protein', 'HasProteinLevel'), ('black_pepper_(ground)', 'contains')]",3665,329,0.08979257641921397,342,329,0.9619883040935673,0.16425361957064402,3665,2754,0.7514324693042292
152,"[('low_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",3665,340,0.0927947598253275,342,340,0.9941520467836257,0.16974538192710933,3665,3136,0.8556616643929059
153,"[('low_protein', 'HasProteinLevel'), ('milk', 'contains')]",3665,335,0.09143013100436681,342,335,0.97953216374269,0.1672491263105342,3665,2946,0.8038199181446112
154,"[('low_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",3665,341,0.09306768558951965,342,341,0.9970760233918129,0.17024463305042437,3665,3098,0.8452933151432469
