Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
25,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel')]",1082,33,0.030527289546716005,346,33,0.0953757225433526,1082,105,0.09704251386321626,0.046250875963559916
26,"[('high_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel')]",363,25,0.06887052341597796,346,25,0.07225433526011561,363,25,0.06887052341597796,0.0705218617771509
27,"[('high_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel')]",347,21,0.06069364161849711,346,21,0.06069364161849711,347,21,0.06051873198847262,0.06069364161849711
28,"[('low_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",2179,106,0.04864616796695732,346,106,0.3063583815028902,2179,692,0.31757687012391006,0.08396039603960395
29,"[('low_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",1250,77,0.06164931945556445,346,77,0.22254335260115607,1250,277,0.2216,0.09655172413793103
30,"[('low_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",236,13,0.05508474576271186,346,13,0.03757225433526012,236,10,0.0423728813559322,0.044673539518900345
31,"[('medium_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",348,16,0.04597701149425287,346,16,0.046242774566473986,348,16,0.04597701149425287,0.04610951008645533
32,"[('medium_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",662,46,0.06948640483383686,346,46,0.1329479768786127,662,92,0.13897280966767372,0.09126984126984128
33,"[('medium_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",287,20,0.06968641114982578,346,20,0.057803468208092484,287,18,0.0627177700348432,0.0631911532385466
34,"[('high_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",241,9,0.03734439834024896,346,9,0.02601156069364162,241,7,0.029045643153526972,0.03066439522998297
35,"[('high_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",678,60,0.08849557522123894,346,60,0.17341040462427745,678,99,0.14601769911504425,0.1171875
36,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",873,82,0.09403669724770643,346,82,0.23699421965317918,873,179,0.20504009163802978,0.13464696223316913
37,"[('low_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",1969,125,0.06348400203148806,346,125,0.36127167630057805,1969,669,0.33976637887252414,0.10799136069114469
38,"[('low_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",561,39,0.06951871657754011,346,39,0.11271676300578035,561,72,0.12834224598930483,0.08599779492833518
39,"[('low_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",1135,93,0.08193832599118943,346,93,0.26878612716763006,1135,303,0.2669603524229075,0.12559081701553004
40,"[('medium_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",786,30,0.03821656050955414,346,30,0.08670520231213873,786,80,0.10178117048346055,0.05305039787798408
41,"[('medium_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",189,13,0.06878306878306878,346,13,0.03757225433526012,189,8,0.042328042328042326,0.048598130841121495
42,"[('medium_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",322,28,0.08695652173913043,346,28,0.08092485549132948,322,26,0.08074534161490683,0.08383233532934131
43,"[('high_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",1125,20,0.017777777777777778,346,20,0.057803468208092484,1125,51,0.04533333333333334,0.027192386131883073
44,"[('high_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",346,9,0.02601156069364162,346,9,0.02601156069364162,346,9,0.02601156069364162,0.02601156069364162
45,"[('high_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",321,41,0.1277258566978193,346,41,0.11849710982658959,321,40,0.12461059190031153,0.12293853073463266
46,"[('low_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",2891,131,0.04532871972318339,346,131,0.3786127167630058,2891,1241,0.42926323071601524,0.08096415327564896
47,"[('low_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",635,32,0.050393700787401574,346,32,0.09248554913294797,635,55,0.08661417322834646,0.06523955147808358
48,"[('low_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",139,3,0.02158273381294964,346,3,0.008670520231213872,139,1,0.007194244604316547,0.012371134020618556
49,"[('medium_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",591,32,0.05414551607445008,346,32,0.09248554913294797,591,57,0.09644670050761421,0.06830309498399147
50,"[('medium_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",406,44,0.10837438423645321,346,44,0.12716763005780346,406,51,0.12561576354679804,0.11702127659574468
51,"[('medium_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",300,13,0.043333333333333335,346,13,0.03757225433526012,300,12,0.04,0.04024767801857585
52,"[('high_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",233,10,0.04291845493562232,346,10,0.028901734104046242,233,5,0.02145922746781116,0.034542314335060456
53,"[('high_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",470,50,0.10660980810234541,346,50,0.14450867052023122,470,61,0.12978723404255318,0.12269938650306748
54,"[('high_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",1089,103,0.09466911764705882,346,103,0.2976878612716763,1089,244,0.22405876951331496,0.14365411436541142
55,"[('low_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",3086,235,0.07617504051863858,346,235,0.6791907514450867,3086,1729,0.5602721970187946,0.13698630136986303
56,"[('low_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",534,25,0.04681647940074907,346,25,0.07225433526011561,534,33,0.06179775280898876,0.056818181818181816
57,"[('low_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",45,5,0.1111111111111111,346,5,0.014450867052023121,45,0,0.0,0.025575447570332484
58,"[('medium_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",571,30,0.05253940455341506,346,30,0.08670520231213873,571,48,0.0840630472854641,0.06543075245365322
59,"[('medium_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",674,45,0.06676557863501484,346,45,0.13005780346820808,674,83,0.12314540059347182,0.08823529411764706
60,"[('medium_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",52,5,0.09615384615384616,346,5,0.014450867052023121,52,1,0.019230769230769232,0.02512562814070352
61,"[('high_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",271,2,0.007407407407407408,346,2,0.005780346820809248,271,2,0.007380073800738007,0.006493506493506493
62,"[('high_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",1141,44,0.03856266432953549,346,44,0.12716763005780346,1141,148,0.12971078001752848,0.05917955615332886
63,"[('high_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",380,42,0.11081794195250659,346,42,0.12138728323699421,380,44,0.11578947368421053,0.11586206896551723
64,"[('low_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",271,50,0.18450184501845018,346,50,0.14450867052023122,271,44,0.16236162361623616,0.1620745542949757
65,"[('low_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",384,64,0.16666666666666666,346,64,0.18497109826589594,384,69,0.1796875,0.17534246575342463
66,"[('low_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",204,31,0.15196078431372548,346,31,0.08959537572254335,204,21,0.10294117647058823,0.11272727272727272
67,"[('low_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",492,70,0.14227642276422764,346,70,0.2023121387283237,492,99,0.20121951219512196,0.16706443914081145
68,"[('low_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",793,100,0.12610340479192939,346,100,0.28901734104046245,793,195,0.2459016393442623,0.17559262510974538
69,"[('low_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",710,66,0.09295774647887324,346,66,0.1907514450867052,710,129,0.18169014084507043,0.125
70,"[('low_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",406,100,0.24630541871921183,346,100,0.28901734104046245,406,115,0.2832512315270936,0.26595744680851063
71,"[('low_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",405,106,0.2617283950617284,346,106,0.3063583815028902,405,117,0.28888888888888886,0.2822902796271638
72,"[('medium_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",159,30,0.18867924528301888,346,30,0.08670520231213873,159,16,0.10062893081761007,0.11881188118811882
73,"[('medium_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",271,22,0.08118081180811808,346,22,0.06358381502890173,271,19,0.07011070110701106,0.0713128038897893
74,"[('medium_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",132,19,0.14393939393939395,346,19,0.05491329479768786,132,7,0.05303030303030303,0.0794979079497908
75,"[('medium_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",179,51,0.28651685393258425,346,51,0.14739884393063585,179,34,0.18994413407821228,0.19465648854961834
76,"[('medium_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",165,18,0.10909090909090909,346,18,0.05202312138728324,165,9,0.05454545454545454,0.07045009784735812
77,"[('medium_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",199,16,0.08040201005025126,346,16,0.046242774566473986,199,7,0.035175879396984924,0.05871559633027523
78,"[('medium_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",155,44,0.2838709677419355,346,44,0.12716763005780346,155,22,0.14193548387096774,0.17564870259481039
79,"[('medium_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",37,10,0.2702702702702703,346,10,0.028901734104046242,37,1,0.02702702702702703,0.05221932114882506
80,"[('high_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",122,19,0.1557377049180328,346,19,0.05491329479768786,122,9,0.07377049180327869,0.0811965811965812
81,"[('high_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",359,41,0.11420612813370473,346,41,0.11849710982658959,359,43,0.11977715877437325,0.11631205673758865
82,"[('high_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",622,54,0.08695652173913043,346,54,0.15606936416184972,622,83,0.13344051446945338,0.11168562564632886
83,"[('high_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",168,27,0.16071428571428573,346,27,0.07803468208092486,168,17,0.10119047619047619,0.10505836575875487
84,"[('high_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",61,13,0.21311475409836064,346,13,0.03757225433526012,61,2,0.03278688524590164,0.06388206388206388
85,"[('high_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",238,8,0.03375527426160337,346,8,0.023121387283236993,238,5,0.02100840336134454,0.0274442538593482
86,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",213,44,0.20657276995305165,346,44,0.12716763005780346,213,30,0.14084507042253522,0.15742397137745973
87,"[('high_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",9,2,0.2222222222222222,346,2,0.005780346820809248,9,0,0.0,0.011267605633802818
88,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",1177,147,0.12489379779099405,346,147,0.42485549132947975,1177,430,0.3653355989804588,0.19304005252790543
89,"[('low_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",1210,189,0.15632754342431762,346,189,0.546242774566474,1210,514,0.42479338842975206,0.24308681672025723
90,"[('low_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",27,5,0.18518518518518517,346,5,0.014450867052023121,27,1,0.037037037037037035,0.02680965147453083
91,"[('low_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",752,35,0.04654255319148936,346,35,0.10115606936416185,752,63,0.08377659574468085,0.06375227686703096
92,"[('medium_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",453,57,0.12582781456953643,346,57,0.16473988439306358,453,68,0.15011037527593818,0.14267834793491863
93,"[('medium_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",225,48,0.21333333333333335,346,48,0.13872832369942195,225,31,0.13777777777777778,0.1681260945709282
94,"[('medium_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",63,20,0.31746031746031744,346,20,0.057803468208092484,63,7,0.1111111111111111,0.097799511002445
95,"[('medium_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",362,13,0.036011080332409975,346,13,0.03757225433526012,362,14,0.03867403314917127,0.03677510608203678
96,"[('high_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",264,37,0.14015151515151514,346,37,0.1069364161849711,264,30,0.11363636363636363,0.12131147540983607
97,"[('high_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",129,22,0.17054263565891473,346,22,0.06358381502890173,129,11,0.08527131782945736,0.09263157894736843
98,"[('high_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",317,81,0.2555205047318612,346,81,0.23410404624277456,317,78,0.24605678233438485,0.24434389140271495
99,"[('high_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",748,41,0.054959785522788206,346,41,0.11849710982658959,748,68,0.09090909090909091,0.07509157509157509
100,"[('low_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",812,44,0.054187192118226604,346,44,0.12716763005780346,812,103,0.1268472906403941,0.075993091537133
101,"[('low_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",394,109,0.2766497461928934,346,109,0.315028901734104,394,116,0.29441624365482233,0.2945945945945946
102,"[('low_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",956,114,0.1193717277486911,346,114,0.32947976878612717,956,295,0.30857740585774057,0.175249807840123
103,"[('low_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",713,156,0.2187938288920056,346,156,0.4508670520231214,713,236,0.33099579242636745,0.29461756373937675
104,"[('low_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",238,83,0.3487394957983193,346,83,0.2398843930635838,238,62,0.2605042016806723,0.2842465753424658
105,"[('low_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",149,76,0.5100671140939598,346,76,0.21965317919075145,149,47,0.31543624161073824,0.30707070707070705
106,"[('low_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",235,22,0.09361702127659574,346,22,0.06358381502890173,235,21,0.08936170212765958,0.0757314974182444
107,"[('low_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",168,135,0.8035714285714286,346,135,0.3901734104046243,168,82,0.4880952380952381,0.5252918287937743
108,"[('medium_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",210,10,0.047619047619047616,346,10,0.028901734104046242,210,7,0.03333333333333333,0.03597122302158273
109,"[('medium_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",171,55,0.3216374269005848,346,55,0.15895953757225434,171,36,0.21052631578947367,0.21276595744680848
110,"[('medium_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",323,53,0.16459627329192547,346,53,0.1531791907514451,323,51,0.15789473684210525,0.15868263473053895
111,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",239,47,0.19665271966527198,346,47,0.13583815028901733,239,34,0.14225941422594143,0.16068376068376067
112,"[('medium_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",97,29,0.29896907216494845,346,29,0.0838150289017341,97,13,0.13402061855670103,0.1309255079006772
113,"[('medium_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",71,46,0.647887323943662,346,46,0.1329479768786127,71,19,0.2676056338028169,0.22062350119904073
114,"[('medium_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",91,7,0.07692307692307693,346,7,0.02023121387283237,91,7,0.07692307692307693,0.032036613272311214
115,"[('medium_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",95,79,0.8315789473684211,346,79,0.22832369942196531,95,33,0.3473684210526316,0.3582766439909297
116,"[('high_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",238,12,0.05063291139240506,346,12,0.03468208092485549,238,8,0.03361344537815126,0.041166380789022294
117,"[('high_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",234,58,0.24786324786324787,346,58,0.1676300578034682,234,42,0.1794871794871795,0.2
118,"[('high_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",441,65,0.1473922902494331,346,65,0.18786127167630057,441,80,0.18140589569160998,0.16518424396442186
119,"[('high_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",321,71,0.22118380062305296,346,71,0.20520231213872833,321,67,0.2087227414330218,0.2128935532233883
120,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",152,37,0.24342105263157895,346,37,0.1069364161849711,152,20,0.13157894736842105,0.14859437751004018
121,"[('high_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",121,65,0.5371900826446281,346,65,0.18786127167630057,121,29,0.2396694214876033,0.2783725910064239
122,"[('high_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",150,12,0.08,346,12,0.03468208092485549,150,7,0.04666666666666667,0.04838709677419355
123,"[('high_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",135,103,0.762962962962963,346,103,0.2976878612716763,135,33,0.24444444444444444,0.42827442827442824
124,"[('low_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",794,35,0.04408060453400504,346,35,0.10115606936416185,794,87,0.10957178841309824,0.061403508771929835
125,"[('low_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",645,54,0.08372093023255814,346,54,0.15606936416184972,645,98,0.15193798449612403,0.10898082744702321
126,"[('low_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",821,57,0.06942752740560293,346,57,0.16473988439306358,821,144,0.1753958587088916,0.09768637532133677
127,"[('low_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",338,43,0.12721893491124261,346,43,0.12427745664739884,338,42,0.1242603550295858,0.12573099415204678
128,"[('low_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",733,55,0.07503410641200546,346,55,0.15895953757225434,733,112,0.15279672578444747,0.10194624652455977
129,"[('low_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",334,36,0.10778443113772455,346,36,0.10404624277456648,334,36,0.10778443113772455,0.10588235294117647
130,"[('medium_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",323,11,0.034055727554179564,346,11,0.031791907514450865,323,11,0.034055727554179564,0.03288490284005979
131,"[('medium_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",195,13,0.06666666666666667,346,13,0.03757225433526012,195,7,0.035897435897435895,0.04805914972273567
132,"[('medium_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",241,23,0.0954356846473029,346,23,0.06647398843930635,241,15,0.06224066390041494,0.07836456558773423
133,"[('medium_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",125,11,0.08870967741935484,346,11,0.031791907514450865,125,5,0.04,0.04680851063829787
134,"[('medium_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",287,27,0.09407665505226481,346,27,0.07803468208092486,287,24,0.08362369337979095,0.08530805687203792
135,"[('medium_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",126,17,0.1349206349206349,346,17,0.049132947976878616,126,7,0.05555555555555555,0.07203389830508475
136,"[('high_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",384,6,0.015625,346,6,0.017341040462427744,384,7,0.018229166666666668,0.01643835616438356
137,"[('high_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",212,10,0.04716981132075472,346,10,0.028901734104046242,212,6,0.02830188679245283,0.03584229390681004
138,"[('high_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",361,12,0.0332409972299169,346,12,0.03468208092485549,361,13,0.036011080332409975,0.033946251768033946
139,"[('high_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",188,12,0.06382978723404255,346,12,0.03468208092485549,188,7,0.03723404255319149,0.0449438202247191
140,"[('high_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",419,21,0.050119331742243436,346,21,0.06069364161849711,419,24,0.057279236276849645,0.054901960784313725
141,"[('high_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",228,27,0.11842105263157894,346,27,0.07803468208092486,228,21,0.09210526315789473,0.09407665505226481
142,"[('low_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",1326,119,0.08981132075471698,346,119,0.3439306358381503,1326,402,0.3031674208144796,0.1424296828246559
143,"[('low_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",580,103,0.17758620689655172,346,103,0.2976878612716763,580,150,0.25862068965517243,0.22246220302375808
145,"[('low_protein', 'HasProteinLevel'), ('sugar', 'contains')]",1672,179,0.10712148414123279,346,179,0.5173410404624278,1672,734,0.43899521531100477,0.1774913237481408
146,"[('low_protein', 'HasProteinLevel'), ('flour', 'contains')]",969,167,0.1725206611570248,346,167,0.48265895953757226,969,362,0.3735810113519092,0.25418569254185697
147,"[('low_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",609,49,0.0805921052631579,346,49,0.1416184971098266,609,90,0.1477832512315271,0.10272536687631027
148,"[('low_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",596,144,0.24161073825503357,346,144,0.4161849710982659,596,201,0.337248322147651,0.30573248407643316
149,"[('low_protein', 'HasProteinLevel'), ('butter', 'contains')]",843,120,0.1423487544483986,346,120,0.3468208092485549,843,241,0.2858837485172005,0.20185029436501262
150,"[('low_protein', 'HasProteinLevel'), ('onion', 'contains')]",595,83,0.13949579831932774,346,83,0.2398843930635838,595,134,0.22521008403361345,0.17640807651434642
152,"[('low_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",334,97,0.2904191616766467,346,97,0.28034682080924855,334,96,0.2874251497005988,0.2852941176470588
153,"[('low_protein', 'HasProteinLevel'), ('milk', 'contains')]",556,72,0.12949640287769784,346,72,0.20809248554913296,556,117,0.210431654676259,0.15964523281596452
154,"[('low_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",389,34,0.08740359897172237,346,34,0.09826589595375723,389,38,0.09768637532133675,0.09251700680272108
155,"[('low_protein', 'HasProteinLevel'), ('tomato', 'contains')]",339,105,0.30973451327433627,346,105,0.30346820809248554,339,104,0.30678466076696165,0.3065693430656934
156,"[('low_protein', 'HasProteinLevel'), ('pepper', 'contains')]",733,114,0.15552523874488403,346,114,0.32947976878612717,733,216,0.2946793997271487,0.21130676552363298
