Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
22,"[('low_calorie', 'HasCalorieLevel')]",3928,1491,0.37977585328578706,1491,1491,1.0,0.5504892006645744,3928,3898,0.9923625254582484
23,"[('medium_calorie', 'HasCalorieLevel')]",2349,1491,0.6347381864623244,1491,1491,1.0,0.7765625,2349,2268,0.9655172413793104
24,"[('high_calorie', 'HasCalorieLevel')]",477,476,1.0,1491,476,0.3192488262910798,0.48398576512455516,477,434,0.909853249475891
25,"[('breakfast', 'isForMealType')]",552,550,0.9963768115942029,1491,550,0.3688799463447351,0.5384238864415076,552,505,0.9148550724637681
26,"[('lunch', 'isForMealType')]",1014,1010,0.9960552268244576,1491,1010,0.6773977196512407,0.8063872255489022,1014,964,0.9506903353057199
27,"[('dinner', 'isForMealType')]",958,955,0.9979101358411703,1491,955,0.6405097250167673,0.7802287581699345,958,900,0.9394572025052192
28,"[('snack', 'isForMealType')]",839,836,0.9976133651551312,1491,836,0.5606975184439973,0.7179046801202231,839,801,0.9547079856972587
29,"[('dessert', 'isForMealType')]",1019,1015,0.9960745829244357,1491,1015,0.6807511737089202,0.8087649402390439,1019,961,0.943081452404318
30,"[('starter', 'isForMealType')]",1147,1136,0.9912739965095986,1491,1136,0.7619047619047619,0.8615851346226774,1147,1094,0.953792502179599
31,"[('brunch', 'isForMealType')]",774,771,0.9961240310077519,1491,771,0.5171026156941649,0.680794701986755,774,743,0.9599483204134367
32,"[('drink', 'isForMealType')]",451,449,0.9955654101995566,1491,449,0.301140174379611,0.4624098867147271,451,396,0.8780487804878049
33,"[('vegetarian', 'hasDietType')]",1894,1491,0.7872228088701162,1491,1491,1.0,0.8809453471196456,1894,1840,0.9714889123548046
34,"[('vegan', 'hasDietType')]",1564,1469,0.9398592450415867,1491,1469,0.9852448021462106,0.9620170268500328,1564,1519,0.9712276214833759
35,"[('paleo', 'hasDietType')]",407,406,0.9975429975429976,1491,406,0.27230046948356806,0.42781875658587987,407,352,0.8648648648648649
36,"[('standard', 'hasDietType')]",1862,1491,0.8020441097364174,1491,1491,1.0,0.8901492537313433,1862,1823,0.9790547798066596
37,"[('global', 'isFromRegion')]",1260,1254,0.9960285941223193,1491,1254,0.8410462776659959,0.912,1260,1224,0.9714285714285714
38,"[('asia', 'isFromRegion')]",799,795,0.9949937421777222,1491,795,0.5331991951710262,0.6943231441048036,799,744,0.9311639549436797
39,"[('north_america', 'isFromRegion')]",1720,1491,0.8678696158323632,1491,1491,1.0,0.9292614521657838,1720,1688,0.9813953488372092
40,"[('europe', 'isFromRegion')]",1273,1268,0.9960722702278083,1491,1268,0.8504359490274983,0.9175108538350216,1273,1237,0.9717203456402199
41,"[('middle_east', 'isFromRegion')]",487,487,1.0,1491,487,0.3266264252179745,0.49241658240647124,487,444,0.9117043121149897
42,"[('latin_america_and_caribbean', 'isFromRegion')]",341,340,0.9970674486803519,1491,340,0.22803487592219987,0.37117903930131,341,306,0.8973607038123167
43,"[('oceania', 'isFromRegion')]",476,475,0.9978991596638656,1491,475,0.31857813547954394,0.4829689883070666,476,438,0.9201680672268907
44,"[('africa', 'isFromRegion')]",398,394,0.9899497487437185,1491,394,0.2642521797451375,0.41715193223928004,398,361,0.907035175879397
45,"[('less_than_60_mins', 'needTimeToCook')]",1501,1453,0.9680213191205863,1491,1453,0.9745137491616365,0.9712566844919786,1501,1458,0.9713524317121919
46,"[('less_than_15_mins', 'needTimeToCook')]",1052,1045,0.9933460076045627,1491,1045,0.7008718980549966,0.8218639402280771,1052,1012,0.9619771863117871
47,"[('less_than_30_mins', 'needTimeToCook')]",1423,1404,0.9866479269149684,1491,1404,0.9416498993963782,0.9636238846945778,1423,1391,0.977512297962052
48,"[('less_than_6_hours', 'needTimeToCook')]",651,650,1.0,1491,650,0.43594902749832326,0.6071929005137786,651,615,0.9447004608294931
49,"[('less_than_4_hours', 'needTimeToCook')]",1439,1421,0.9874913134120917,1491,1421,0.9530516431924883,0.9699658703071673,1439,1407,0.9777623349548298
50,"[('more_than_6_hours', 'needTimeToCook')]",688,687,0.998546511627907,1491,687,0.4607645875251509,0.6305644791188619,688,661,0.9607558139534884
51,"[('salt_product', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6156,0.9114598756292568
52,"[('garlic_clove', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,5784,0.856381403612674
53,"[('water_(eurofir)', 'contains')]",6754,1490,0.22074074074074074,1491,1490,0.9993293091884641,0.36160660114063825,6754,6142,0.9093870299082025
54,"[('sugar', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,5776,0.8551969203435001
55,"[('flour', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,5812,0.8605270950547823
56,"[('chicken_egg', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,5674,0.8400947586615339
57,"[('olive_oil', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,5708,0.8451288125555226
58,"[('butter', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,5767,0.8538643766656796
59,"[('onion', 'contains')]",6754,1487,0.2202962962962963,1491,1487,0.9973172367538564,0.3608785341584759,6754,5645,0.8358010068107788
60,"[('black_pepper_(ground)', 'contains')]",6754,1486,0.22014814814814815,1491,1486,0.9966465459423206,0.36063584516442176,6754,5938,0.8791827065442701
61,"[('lemon_juice', 'contains')]",6754,1445,0.21407407407407408,1491,1445,0.9691482226693494,0.35068559640820296,6754,5786,0.8566775244299675
62,"[('milk', 'contains')]",6754,1482,0.21955555555555556,1491,1482,0.993963782696177,0.3596650891882053,6754,5856,0.8670417530352383
63,"[('brown_sugar', 'contains')]",6754,1476,0.21866666666666668,1491,1476,0.9899396378269618,0.3582089552238806,6754,5784,0.856381403612674
64,"[('tomato', 'contains')]",6754,1471,0.21792592592592594,1491,1471,0.9865861837692823,0.35699551025361,6754,5779,0.8556411015694403
65,"[('pepper', 'contains')]",6754,1457,0.21585185185185185,1491,1457,0.97719651240778,0.3535978643368523,6754,5586,0.8270654427006219
66,"[('baking_powder', 'contains')]",6754,1450,0.21481481481481482,1491,1450,0.9725016767270288,0.3518990413784735,6754,5479,0.811222978975422
67,"[('cinnamon', 'contains')]",6754,1455,0.21555555555555556,1491,1455,0.9758551307847082,0.35311248634874404,6754,5580,0.8261770802487415
68,"[('red_onion', 'contains')]",6754,1486,0.22014814814814815,1491,1486,0.9966465459423206,0.36063584516442176,6754,5988,0.8865857269766064
69,"[('honey', 'contains')]",6754,1447,0.21437037037037038,1491,1447,0.9704896042924211,0.3511709743963112,6754,5663,0.8384660941664199
70,"[('cumin_seed', 'contains')]",6754,1473,0.21822222222222223,1491,1473,0.9879275653923542,0.3574808882417183,6754,5666,0.8389102753923601
