Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
14,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel')]",718,46,0.06406685236768803,346,46,0.1329479768786127,718,96,0.13370473537604458,0.08646616541353383
15,"[('medium_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel')]",275,23,0.08363636363636363,346,23,0.06647398843930635,275,16,0.05818181818181818,0.07407407407407408
16,"[('high_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel')]",153,4,0.02631578947368421,346,4,0.011560693641618497,153,2,0.013071895424836602,0.01606425702811245
17,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel')]",690,25,0.036231884057971016,346,25,0.07225433526011561,690,62,0.08985507246376812,0.04826254826254826
18,"[('high_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel')]",949,24,0.02531645569620253,346,24,0.06936416184971098,949,89,0.09378292939936776,0.03709428129829985
19,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel')]",3130,208,0.06647491211249601,346,208,0.6011560693641619,3130,1531,0.4891373801916933,0.11971223021582736
20,"[('low_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel')]",466,18,0.03862660944206009,346,18,0.05202312138728324,466,24,0.05150214592274678,0.044334975369458136
21,"[('low_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel')]",69,7,0.10144927536231885,346,7,0.02023121387283237,69,0,0.0,0.033734939759036145
22,"[('medium_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel')]",772,45,0.058365758754863814,346,45,0.13005780346820808,772,105,0.13601036269430053,0.08057296329453895
23,"[('medium_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel')]",335,22,0.06567164179104477,346,22,0.06358381502890173,335,22,0.06567164179104477,0.06461086637298091
24,"[('medium_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel')]",190,4,0.021052631578947368,346,4,0.011560693641618497,190,3,0.015789473684210527,0.014925373134328358
25,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel')]",1082,47,0.043478260869565216,346,47,0.13583815028901733,1082,168,0.15526802218114602,0.06587245970567625
26,"[('high_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel')]",363,18,0.049586776859504134,346,18,0.05202312138728324,363,18,0.049586776859504134,0.050775740479548664
27,"[('high_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel')]",347,18,0.05202312138728324,346,18,0.05202312138728324,347,18,0.05187319884726225,0.05202312138728324
28,"[('low_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",2179,135,0.06195502524093621,346,135,0.3901734104046243,2179,716,0.3285910968334098,0.10693069306930693
29,"[('low_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",1250,69,0.055244195356285025,346,69,0.1994219653179191,1250,251,0.2008,0.0865203761755486
30,"[('low_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",236,14,0.059322033898305086,346,14,0.04046242774566474,236,11,0.046610169491525424,0.048109965635738834
31,"[('medium_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",348,27,0.07758620689655173,346,27,0.07803468208092486,348,27,0.07758620689655173,0.07780979827089336
32,"[('medium_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",662,45,0.06797583081570997,346,45,0.13005780346820808,662,86,0.1299093655589124,0.08928571428571429
33,"[('medium_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",287,13,0.04529616724738676,346,13,0.03757225433526012,287,9,0.0313588850174216,0.0410742496050553
34,"[('high_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel')]",241,9,0.03734439834024896,346,9,0.02601156069364162,241,7,0.029045643153526972,0.03066439522998297
35,"[('high_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel')]",678,37,0.05457227138643068,346,37,0.1069364161849711,678,80,0.11799410029498525,0.072265625
36,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel')]",873,51,0.058486238532110095,346,51,0.14739884393063585,873,117,0.13402061855670103,0.08374384236453203
37,"[('low_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",1969,138,0.07008633824276282,346,138,0.3988439306358382,1969,713,0.3621127475876079,0.11922246220302375
38,"[('low_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",561,40,0.07130124777183601,346,40,0.11560693641618497,561,64,0.1140819964349376,0.08820286659316429
39,"[('low_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",1135,88,0.07753303964757709,346,88,0.2543352601156069,1135,271,0.23876651982378855,0.1188386225523295
40,"[('medium_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",786,34,0.04331210191082802,346,34,0.09826589595375723,786,70,0.089058524173028,0.0601237842617153
41,"[('medium_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",189,12,0.06349206349206349,346,12,0.03468208092485549,189,10,0.05291005291005291,0.044859813084112146
42,"[('medium_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",322,24,0.07453416149068323,346,24,0.06936416184971098,322,23,0.07142857142857142,0.0718562874251497
43,"[('high_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel')]",1125,21,0.018666666666666668,346,21,0.06069364161849711,1125,98,0.08711111111111111,0.02855200543847723
44,"[('high_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel')]",346,12,0.03468208092485549,346,12,0.03468208092485549,346,12,0.03468208092485549,0.03468208092485549
45,"[('high_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel')]",321,15,0.04672897196261682,346,15,0.04335260115606936,321,15,0.04672897196261682,0.044977511244377814
46,"[('low_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",2891,157,0.054325259515570934,346,157,0.45375722543352603,2891,1279,0.44240747146316156,0.09703337453646477
47,"[('low_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",635,24,0.03779527559055118,346,24,0.06936416184971098,635,41,0.06456692913385827,0.048929663608562685
48,"[('low_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",139,6,0.04316546762589928,346,6,0.017341040462427744,139,4,0.02877697841726619,0.024742268041237112
49,"[('medium_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",591,35,0.05922165820642978,346,35,0.10115606936416185,591,46,0.077834179357022,0.07470651013874068
50,"[('medium_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",406,36,0.08866995073891626,346,36,0.10404624277456648,406,39,0.0960591133004926,0.09574468085106383
51,"[('medium_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",300,21,0.07,346,21,0.06069364161849711,300,20,0.06666666666666667,0.06501547987616099
52,"[('high_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",233,10,0.04291845493562232,346,10,0.028901734104046242,233,7,0.030042918454935622,0.034542314335060456
53,"[('high_protein', 'HasProteinLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",470,30,0.06396588486140725,346,30,0.08670520231213873,470,44,0.09361702127659574,0.07361963190184048
54,"[('high_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",1089,80,0.07352941176470588,346,80,0.23121387283236994,1089,220,0.20202020202020202,0.11157601115760112
55,"[('low_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",3086,235,0.07617504051863858,346,235,0.6791907514450867,3086,1715,0.5557355800388852,0.13698630136986303
56,"[('low_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",534,49,0.09176029962546817,346,49,0.1416184971098266,534,67,0.1254681647940075,0.11136363636363637
57,"[('low_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",45,2,0.044444444444444446,346,2,0.005780346820809248,45,0,0.0,0.010230179028132993
58,"[('medium_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",571,31,0.0542907180385289,346,31,0.08959537572254335,571,43,0.07530647985989491,0.06761177753544165
59,"[('medium_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",674,41,0.06083086053412463,346,41,0.11849710982658959,674,80,0.11869436201780416,0.0803921568627451
60,"[('medium_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",52,1,0.019230769230769232,346,1,0.002890173410404624,52,0,0.0,0.005025125628140704
61,"[('high_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel')]",271,5,0.018518518518518517,346,5,0.014450867052023121,271,4,0.014760147601476014,0.016233766233766232
62,"[('high_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel')]",1141,24,0.021034180543382998,346,24,0.06936416184971098,1141,99,0.08676599474145487,0.03227975790181574
63,"[('high_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel')]",380,7,0.018469656992084433,346,7,0.02023121387283237,380,10,0.02631578947368421,0.019310344827586208
64,"[('low_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",271,84,0.30996309963099633,346,84,0.24277456647398843,271,77,0.28413284132841327,0.2722852512155592
65,"[('low_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",384,47,0.12239583333333333,346,47,0.13583815028901733,384,49,0.12760416666666666,0.12876712328767123
66,"[('low_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",204,31,0.15196078431372548,346,31,0.08959537572254335,204,22,0.10784313725490197,0.11272727272727272
67,"[('low_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",492,90,0.18292682926829268,346,90,0.26011560693641617,492,117,0.23780487804878048,0.21479713603818615
68,"[('low_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",793,196,0.2471626733921816,346,196,0.5664739884393064,793,363,0.45775535939470363,0.344161545215101
69,"[('low_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",710,83,0.11690140845070422,346,83,0.2398843930635838,710,132,0.18591549295774648,0.1571969696969697
70,"[('low_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",406,33,0.0812807881773399,346,33,0.0953757225433526,406,36,0.08866995073891626,0.0877659574468085
71,"[('low_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",405,167,0.4123456790123457,346,167,0.48265895953757226,405,180,0.4444444444444444,0.4447403462050599
72,"[('medium_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",159,54,0.33962264150943394,346,54,0.15606936416184972,159,30,0.18867924528301888,0.21386138613861386
73,"[('medium_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",271,40,0.14760147601476015,346,40,0.11560693641618497,271,35,0.12915129151291513,0.12965964343598055
74,"[('medium_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",132,16,0.12121212121212122,346,16,0.046242774566473986,132,5,0.03787878787878788,0.06694560669456066
75,"[('medium_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",179,25,0.1404494382022472,346,25,0.07225433526011561,179,17,0.09497206703910614,0.09541984732824428
76,"[('medium_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",165,32,0.19393939393939394,346,32,0.09248554913294797,165,14,0.08484848484848485,0.12524461839530335
77,"[('medium_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",199,15,0.07537688442211055,346,15,0.04335260115606936,199,12,0.06030150753768844,0.055045871559633024
78,"[('medium_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",155,20,0.12903225806451613,346,20,0.057803468208092484,155,6,0.03870967741935484,0.07984031936127745
79,"[('medium_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",37,9,0.24324324324324326,346,9,0.02601156069364162,37,2,0.05405405405405406,0.04699738903394256
80,"[('high_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType')]",122,36,0.29508196721311475,346,36,0.10404624277456648,122,19,0.1557377049180328,0.15384615384615385
81,"[('high_protein', 'HasProteinLevel'), ('lunch', 'isForMealType')]",359,60,0.1671309192200557,346,60,0.17341040462427745,359,61,0.16991643454038996,0.1702127659574468
82,"[('high_protein', 'HasProteinLevel'), ('dinner', 'isForMealType')]",622,69,0.1111111111111111,346,69,0.1994219653179191,622,121,0.1945337620578778,0.1427094105480869
83,"[('high_protein', 'HasProteinLevel'), ('snack', 'isForMealType')]",168,14,0.08333333333333333,346,14,0.04046242774566474,168,4,0.023809523809523808,0.054474708171206226
84,"[('high_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",61,8,0.13114754098360656,346,8,0.023121387283236993,61,2,0.03278688524590164,0.03931203931203931
85,"[('high_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",238,24,0.10126582278481013,346,24,0.06936416184971098,238,16,0.06722689075630252,0.08233276157804459
86,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",213,19,0.0892018779342723,346,19,0.05491329479768786,213,12,0.056338028169014086,0.06797853309481215
87,"[('high_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",9,3,0.3333333333333333,346,3,0.008670520231213872,9,0,0.0,0.01690140845070422
88,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",1177,209,0.17757009345794392,346,209,0.6040462427745664,1177,565,0.4800339847068819,0.2744583059750492
89,"[('low_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",1210,267,0.22084367245657568,346,267,0.7716763005780347,1210,797,0.6586776859504132,0.34340836012861736
90,"[('low_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",27,6,0.2222222222222222,346,6,0.017341040462427744,27,0,0.0,0.032171581769437
91,"[('low_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",752,40,0.05319148936170213,346,40,0.11560693641618497,752,93,0.12367021276595745,0.07285974499089254
92,"[('medium_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",453,60,0.13245033112582782,346,60,0.17341040462427745,453,71,0.15673289183222958,0.1501877346683354
93,"[('medium_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",225,31,0.13777777777777778,346,31,0.08959537572254335,225,21,0.09333333333333334,0.1085814360770578
94,"[('medium_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",63,15,0.23809523809523808,346,15,0.04335260115606936,63,3,0.047619047619047616,0.07334963325183373
95,"[('medium_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",362,31,0.08587257617728532,346,31,0.08959537572254335,362,32,0.08839779005524862,0.0876944837340877
96,"[('high_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",264,32,0.12121212121212122,346,32,0.09248554913294797,264,25,0.0946969696969697,0.10491803278688523
97,"[('high_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",129,17,0.13178294573643412,346,17,0.049132947976878616,129,2,0.015503875968992248,0.07157894736842106
98,"[('high_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",317,13,0.04100946372239748,346,13,0.03757225433526012,317,13,0.04100946372239748,0.0392156862745098
99,"[('high_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",748,42,0.05630026809651475,346,42,0.12138728323699421,748,107,0.14304812834224598,0.07692307692307693
100,"[('low_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",812,107,0.13177339901477833,346,107,0.3092485549132948,812,206,0.2536945812807882,0.1848013816925734
101,"[('low_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",394,96,0.2436548223350254,346,96,0.2774566473988439,394,104,0.2639593908629442,0.2594594594594595
102,"[('low_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",956,175,0.18324607329842932,346,175,0.5057803468208093,956,378,0.39539748953974896,0.2690238278247502
103,"[('low_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",713,140,0.19635343618513323,346,140,0.4046242774566474,713,275,0.3856942496493689,0.26440037771482533
104,"[('low_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",238,64,0.2689075630252101,346,64,0.18497109826589594,238,47,0.19747899159663865,0.21917808219178084
105,"[('low_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",149,69,0.46308724832214765,346,69,0.1994219653179191,149,41,0.2751677852348993,0.2787878787878788
106,"[('low_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",235,114,0.4851063829787234,346,114,0.32947976878612717,235,92,0.39148936170212767,0.3924268502581756
107,"[('low_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",168,100,0.5952380952380952,346,100,0.28901734104046245,168,56,0.3333333333333333,0.3891050583657587
108,"[('medium_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",210,30,0.14285714285714285,346,30,0.08670520231213873,210,18,0.08571428571428572,0.10791366906474818
109,"[('medium_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",171,49,0.28654970760233917,346,49,0.1416184971098266,171,26,0.15204678362573099,0.18955512572533847
110,"[('medium_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",323,67,0.2080745341614907,346,67,0.1936416184971098,323,61,0.18885448916408668,0.20059880239520958
111,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",239,57,0.2384937238493724,346,57,0.16473988439306358,239,43,0.1799163179916318,0.19487179487179487
112,"[('medium_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",97,31,0.31958762886597936,346,31,0.08959537572254335,97,12,0.12371134020618557,0.1399548532731377
113,"[('medium_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",71,38,0.5352112676056338,346,38,0.10982658959537572,71,14,0.19718309859154928,0.18225419664268586
114,"[('medium_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",91,52,0.5714285714285714,346,52,0.15028901734104047,91,13,0.14285714285714285,0.2379862700228833
115,"[('medium_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",95,66,0.6947368421052632,346,66,0.1907514450867052,95,30,0.3157894736842105,0.29931972789115646
116,"[('high_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",238,34,0.14345991561181434,346,34,0.09826589595375723,238,23,0.09663865546218488,0.11663807890222985
117,"[('high_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",234,49,0.2094017094017094,346,49,0.1416184971098266,234,34,0.1452991452991453,0.16896551724137931
118,"[('high_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",441,88,0.19954648526077098,346,88,0.2543352601156069,441,111,0.25170068027210885,0.22363405336721726
119,"[('high_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",321,76,0.2367601246105919,346,76,0.21965317919075145,321,70,0.21806853582554517,0.22788605697151423
120,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",152,34,0.2236842105263158,346,34,0.09826589595375723,152,24,0.15789473684210525,0.1365461847389558
121,"[('high_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",121,46,0.38016528925619836,346,46,0.1329479768786127,121,18,0.1487603305785124,0.19700214132762314
122,"[('high_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",150,67,0.44666666666666666,346,67,0.1936416184971098,150,43,0.2866666666666667,0.2701612903225806
123,"[('high_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",135,71,0.5259259259259259,346,71,0.20520231213872833,135,38,0.2814814814814815,0.29521829521829523
124,"[('low_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",794,43,0.05415617128463476,346,43,0.12427745664739884,794,105,0.13224181360201512,0.07543859649122807
125,"[('low_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",645,58,0.08992248062015504,346,58,0.1676300578034682,645,91,0.14108527131782947,0.1170534813319879
126,"[('low_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",821,41,0.049939098660170524,346,41,0.11849710982658959,821,96,0.11693057247259439,0.07026563838903171
127,"[('low_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",338,43,0.12721893491124261,346,43,0.12427745664739884,338,43,0.12721893491124261,0.12573099415204678
128,"[('low_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",733,83,0.11323328785811733,346,83,0.2398843930635838,733,147,0.20054570259208732,0.15384615384615385
129,"[('low_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",334,51,0.15269461077844312,346,51,0.14739884393063585,334,50,0.1497005988023952,0.15
130,"[('medium_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",323,15,0.04643962848297214,346,15,0.04335260115606936,323,15,0.04643962848297214,0.044843049327354265
131,"[('medium_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",195,28,0.14358974358974358,346,28,0.08092485549132948,195,20,0.10256410256410256,0.10351201478743068
132,"[('medium_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",241,13,0.05394190871369295,346,13,0.03757225433526012,241,8,0.03319502074688797,0.044293015332197615
133,"[('medium_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",125,9,0.07258064516129033,346,9,0.02601156069364162,125,1,0.008,0.03829787234042553
134,"[('medium_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",287,29,0.10104529616724739,346,29,0.0838150289017341,287,26,0.09059233449477352,0.09162717219589259
135,"[('medium_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",126,17,0.1349206349206349,346,17,0.049132947976878616,126,5,0.03968253968253968,0.07203389830508475
136,"[('high_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",384,10,0.026041666666666668,346,10,0.028901734104046242,384,10,0.026041666666666668,0.0273972602739726
137,"[('high_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",212,12,0.05660377358490566,346,12,0.03468208092485549,212,6,0.02830188679245283,0.04301075268817204
138,"[('high_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",361,10,0.027700831024930747,346,10,0.028901734104046242,361,10,0.027700831024930747,0.028288543140028287
139,"[('high_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",188,5,0.026595744680851064,346,5,0.014450867052023121,188,3,0.015957446808510637,0.018726591760299623
140,"[('high_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",419,18,0.04295942720763723,346,18,0.05202312138728324,419,25,0.059665871121718374,0.04705882352941176
141,"[('high_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",228,7,0.03070175438596491,346,7,0.02023121387283237,228,5,0.021929824561403508,0.024390243902439025
142,"[('low_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",1326,128,0.09660377358490566,346,128,0.3699421965317919,1326,423,0.3190045248868778,0.15320167564332735
143,"[('low_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",580,104,0.1793103448275862,346,104,0.30057803468208094,580,154,0.2655172413793103,0.224622030237581
145,"[('low_protein', 'HasProteinLevel'), ('sugar', 'contains')]",1672,159,0.09515260323159784,346,159,0.4595375722543353,1672,661,0.3953349282296651,0.15765989092711946
146,"[('low_protein', 'HasProteinLevel'), ('flour', 'contains')]",969,177,0.1828512396694215,346,177,0.5115606936416185,969,420,0.43343653250773995,0.2694063926940639
147,"[('low_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",609,50,0.08223684210526316,346,50,0.14450867052023122,609,106,0.17405582922824303,0.10482180293501049
148,"[('low_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",596,81,0.13590604026845637,346,81,0.23410404624277456,596,124,0.2080536912751678,0.17197452229299362
149,"[('low_protein', 'HasProteinLevel'), ('butter', 'contains')]",843,143,0.16963226571767498,346,143,0.41329479768786126,843,308,0.365361803084223,0.24053826745164003
150,"[('low_protein', 'HasProteinLevel'), ('onion', 'contains')]",595,101,0.16974789915966387,346,101,0.29190751445086704,595,153,0.2571428571428571,0.2146652497343252
152,"[('low_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",334,66,0.19760479041916168,346,66,0.1907514450867052,334,66,0.19760479041916168,0.19411764705882356
153,"[('low_protein', 'HasProteinLevel'), ('milk', 'contains')]",556,86,0.15467625899280577,346,86,0.24855491329479767,556,124,0.22302158273381295,0.19068736141906875
154,"[('low_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",389,33,0.08483290488431877,346,33,0.0953757225433526,389,39,0.10025706940874037,0.08979591836734695
155,"[('low_protein', 'HasProteinLevel'), ('tomato', 'contains')]",339,62,0.18289085545722714,346,62,0.1791907514450867,339,61,0.17994100294985252,0.181021897810219
156,"[('low_protein', 'HasProteinLevel'), ('pepper', 'contains')]",733,80,0.10914051841746249,346,80,0.23121387283236994,733,152,0.2073669849931787,0.14828544949026876
