Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
61,"[('lemon_juice', 'contains')]",604,339,0.5612582781456954,1503,339,0.22554890219560877,604,171,0.28311258278145696,0.3217845277645942
62,"[('milk', 'contains')]",1064,566,0.5319548872180451,1503,566,0.37658017298735863,1064,455,0.4276315789473684,0.44098169068952087
63,"[('brown_sugar', 'contains')]",605,291,0.4809917355371901,1503,291,0.1936127744510978,605,153,0.2528925619834711,0.2760910815939279
64,"[('tomato', 'contains')]",993,576,0.5806451612903226,1503,576,0.38323353293413176,993,444,0.4471299093655589,0.4617234468937876
65,"[('pepper', 'contains')]",2046,924,0.45183374083129585,1503,924,0.6147704590818364,2046,1173,0.5733137829912024,0.5208568207440812
66,"[('baking_powder', 'contains')]",476,413,0.8694736842105263,1503,413,0.27478376580172986,476,245,0.5147058823529411,0.41759352881698686
67,"[('cinnamon', 'contains')]",872,606,0.694954128440367,1503,606,0.4031936127744511,872,462,0.5298165137614679,0.5103157894736843
68,"[('red_onion', 'contains')]",448,262,0.5848214285714286,1503,262,0.17431803060545575,448,101,0.22544642857142858,0.2685802152742184
69,"[('honey', 'contains')]",455,313,0.6894273127753304,1503,313,0.20825016633399868,455,176,0.3868131868131868,0.31987736331119054
70,"[('cumin_seed', 'contains')]",437,268,0.6132723112128147,1503,268,0.17831004657351962,437,135,0.30892448512585813,0.2762886597938144
