Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
15,"[('high_sodium', 'HasSodiumLevel')]",1396,755,0.5412186379928315,1491,755,0.5063715627095908,0.5232155232155233,1396,703,0.5035816618911175
16,"[('low_sugar', 'HasSugarLevel')]",3880,1490,0.38411961845836556,1491,1490,0.9993293091884641,0.5549348230912476,3880,3714,0.9572164948453609
17,"[('medium_sugar', 'HasSugarLevel')]",1096,496,0.45255474452554745,1491,496,0.33266264252179745,0.38345574023965984,1096,345,0.3147810218978102
18,"[('high_sugar', 'HasSugarLevel')]",1778,1206,0.6782902137232846,1491,1206,0.8088531187122736,0.7378403181401039,1778,1401,0.7879640044994376
19,"[('low_cholesterol', 'HasCholesterolLevel')]",3715,1491,0.401453957996769,1491,1491,1.0,0.5729106628242074,3715,3682,0.9911170928667564
20,"[('medium_cholesterol', 'HasCholesterolLevel')]",1511,559,0.3701986754966887,1491,559,0.374916163648558,0.372542485838054,1511,565,0.3739245532759762
21,"[('high_cholesterol', 'HasCholesterolLevel')]",1528,1019,0.6673215455140799,1491,1019,0.6834339369550637,0.6752816434724983,1528,1038,0.6793193717277487
22,"[('low_calorie', 'HasCalorieLevel')]",3928,1491,0.37977585328578706,1491,1491,1.0,0.5504892006645744,3928,3914,0.9964358452138493
23,"[('medium_calorie', 'HasCalorieLevel')]",2349,1129,0.48063005534269904,1491,1129,0.7572099262240107,0.5880208333333333,2349,1909,0.8126862494678586
24,"[('high_calorie', 'HasCalorieLevel')]",477,390,0.819327731092437,1491,390,0.26156941649899396,0.3965429588205389,477,180,0.37735849056603776
25,"[('breakfast', 'isForMealType')]",552,367,0.6648550724637681,1491,367,0.2461435278336687,0.359275575134606,552,181,0.3278985507246377
26,"[('lunch', 'isForMealType')]",1014,508,0.5009861932938856,1491,508,0.340710932260228,0.40558882235528937,1014,361,0.35601577909270216
27,"[('dinner', 'isForMealType')]",958,566,0.5914315569487983,1491,566,0.3796109993293092,0.46241830065359474,958,403,0.42066805845511485
28,"[('snack', 'isForMealType')]",839,538,0.6420047732696897,1491,538,0.3608316566063045,0.4620008587376557,839,357,0.42550655542312277
29,"[('dessert', 'isForMealType')]",1019,773,0.7585868498527969,1491,773,0.5184439973172368,0.6159362549800798,1019,534,0.5240431795878312
30,"[('starter', 'isForMealType')]",1147,582,0.5078534031413613,1491,582,0.3903420523138833,0.44141069397042093,1147,456,0.3975588491717524
31,"[('brunch', 'isForMealType')]",774,406,0.524547803617571,1491,406,0.27230046948356806,0.35849889624724063,774,233,0.30103359173126615
32,"[('drink', 'isForMealType')]",451,436,0.9667405764966741,1491,436,0.29242119382964454,0.4490216271884655,451,280,0.6208425720620843
33,"[('vegetarian', 'hasDietType')]",1894,860,0.45406546990496305,1491,860,0.5767940979208585,0.5081240768094535,1894,1039,0.5485744456177403
34,"[('vegan', 'hasDietType')]",1564,1032,0.6602687140115163,1491,1032,0.6921529175050302,0.6758349705304518,1564,1057,0.6758312020460358
35,"[('paleo', 'hasDietType')]",407,348,0.855036855036855,1491,348,0.23340040241448692,0.3667017913593256,407,169,0.4152334152334152
36,"[('standard', 'hasDietType')]",1862,763,0.4104357181280258,1491,763,0.5117370892018779,0.45552238805970147,1862,893,0.47959183673469385
37,"[('global', 'isFromRegion')]",1260,423,0.3359809372517871,1491,423,0.2837022132796781,0.30763636363636365,1260,376,0.2984126984126984
38,"[('asia', 'isFromRegion')]",799,537,0.672090112640801,1491,537,0.36016096579476864,0.46899563318777293,799,365,0.4568210262828536
39,"[('north_america', 'isFromRegion')]",1720,576,0.3352735739231665,1491,576,0.386317907444668,0.358990339669679,1720,652,0.37906976744186044
40,"[('europe', 'isFromRegion')]",1273,530,0.41633935585231735,1491,530,0.35546613011401745,0.3835021707670044,1273,461,0.36213668499607227
41,"[('middle_east', 'isFromRegion')]",487,254,0.5215605749486653,1491,254,0.170355466130114,0.2568250758341759,487,93,0.19096509240246407
42,"[('latin_america_and_caribbean', 'isFromRegion')]",341,121,0.3548387096774194,1491,121,0.08115358819584172,0.13209606986899564,341,28,0.08211143695014662
43,"[('oceania', 'isFromRegion')]",476,138,0.28991596638655465,1491,138,0.0925553319919517,0.14031520081342144,476,53,0.11134453781512606
44,"[('africa', 'isFromRegion')]",398,227,0.5703517587939698,1491,227,0.1522468142186452,0.24033880359978824,398,78,0.19597989949748743
45,"[('less_than_60_mins', 'needTimeToCook')]",1501,391,0.2604930046635576,1491,391,0.2622401073105298,0.26136363636363635,1501,395,0.2631578947368421
46,"[('less_than_15_mins', 'needTimeToCook')]",1052,357,0.33935361216730037,1491,357,0.23943661971830985,0.2807707432166732,1052,267,0.25380228136882127
47,"[('less_than_30_mins', 'needTimeToCook')]",1423,307,0.2157413914265636,1491,307,0.20590207914151576,0.21070693205216195,1423,296,0.20801124385101896
48,"[('less_than_6_hours', 'needTimeToCook')]",651,131,0.20153846153846153,1491,131,0.08786049631120053,0.12237272302662307,651,58,0.0890937019969278
49,"[('less_than_4_hours', 'needTimeToCook')]",1439,400,0.27797081306462823,1491,400,0.2682763246143528,0.27303754266211605,1439,384,0.26685198054204307
50,"[('more_than_6_hours', 'needTimeToCook')]",688,146,0.21220930232558138,1491,146,0.09792085848423876,0.13400642496558052,688,66,0.09593023255813954
51,"[('salt_product', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6753,0.9998519395913533
52,"[('garlic_clove', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6496,0.9618004145691442
53,"[('water_(eurofir)', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6754,1.0
54,"[('sugar', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6720,0.9949659461060113
55,"[('flour', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6715,0.9942256440627776
56,"[('chicken_egg', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6730,0.9964465501924785
57,"[('olive_oil', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6511,0.9640213206988452
58,"[('butter', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6742,0.9982232750962393
59,"[('onion', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6510,0.9638732602901984
60,"[('black_pepper_(ground)', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6558,0.9709801599052413
61,"[('lemon_juice', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6754,1.0
62,"[('milk', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6692,0.9908202546639029
63,"[('brown_sugar', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6719,0.9948178856973645
64,"[('tomato', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6094,0.9022801302931596
65,"[('pepper', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6486,0.9603198104826769
66,"[('baking_powder', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6568,0.9724607639917087
67,"[('cinnamon', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6624,0.9807521468759254
68,"[('red_onion', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6569,0.9726088244003553
69,"[('honey', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6742,0.9982232750962393
70,"[('cumin_seed', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6183,0.9154575066627184
