Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
48,"[('less_than_6_hours', 'needTimeToCook')]",651,172,0.26461538461538464,1491,172,0.1153588195841717,0.1606725829051845,651,85,0.130568356374808
49,"[('less_than_4_hours', 'needTimeToCook')]",1439,381,0.26476719944405835,1491,381,0.25553319919517103,0.2600682593856655,1439,373,0.2592077831827658
50,"[('more_than_6_hours', 'needTimeToCook')]",688,208,0.3023255813953488,1491,208,0.13950368879946345,0.1909132629646627,688,106,0.15406976744186046
51,"[('salt_product', 'contains')]",6754,1490,0.22074074074074074,1491,1490,0.9993293091884641,0.36160660114063825,6754,6741,0.9980752146875925
52,"[('garlic_clove', 'contains')]",6754,1488,0.22044444444444444,1491,1488,0.9979879275653923,0.3611212231525301,6754,6734,0.9970387918270655
53,"[('water_(eurofir)', 'contains')]",6754,1488,0.22044444444444444,1491,1488,0.9979879275653923,0.3611212231525301,6754,6738,0.9976310334616524
54,"[('sugar', 'contains')]",6754,1478,0.21896296296296297,1491,1478,0.9912810194500336,0.35869433321198885,6754,6677,0.988599348534202
55,"[('flour', 'contains')]",6754,1486,0.22014814814814815,1491,1486,0.9966465459423206,0.36063584516442176,6754,6735,0.9971868522357121
56,"[('chicken_egg', 'contains')]",6754,1488,0.22044444444444444,1491,1488,0.9979879275653923,0.3611212231525301,6754,6740,0.9979271542789458
57,"[('olive_oil', 'contains')]",6754,1479,0.21911111111111112,1491,1479,0.9919517102615694,0.35893702220604295,6754,6699,0.99185667752443
58,"[('butter', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6743,0.998371335504886
59,"[('onion', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6741,0.9980752146875925
60,"[('black_pepper_(ground)', 'contains')]",6754,1488,0.22044444444444444,1491,1488,0.9979879275653923,0.3611212231525301,6754,6735,0.9971868522357121
61,"[('lemon_juice', 'contains')]",6754,1490,0.22074074074074074,1491,1490,0.9993293091884641,0.36160660114063825,6754,6734,0.9970387918270655
62,"[('milk', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6742,0.9982232750962393
63,"[('brown_sugar', 'contains')]",6754,1419,0.21022222222222223,1491,1419,0.9517102615694165,0.34437568256279577,6754,6588,0.9754219721646432
64,"[('tomato', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6734,0.9970387918270655
65,"[('pepper', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6735,0.9971868522357121
66,"[('baking_powder', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6740,0.9979271542789458
67,"[('cinnamon', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6742,0.9982232750962393
68,"[('red_onion', 'contains')]",6754,1490,0.22074074074074074,1491,1490,0.9993293091884641,0.36160660114063825,6754,6738,0.9976310334616524
69,"[('honey', 'contains')]",6754,1491,0.22088888888888888,1491,1491,1.0,0.36184929013469236,6754,6742,0.9982232750962393
70,"[('cumin_seed', 'contains')]",6754,1489,0.2205925925925926,1491,1489,0.9986586183769283,0.36136391214658414,6754,6741,0.9980752146875925
