Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
84,"[('high_protein', 'HasProteinLevel'), ('dessert', 'isForMealType')]",61,19,0.3114754098360656,342,19,0.05555555555555555,0.09429280397022331,61,9,0.14754098360655737
85,"[('high_protein', 'HasProteinLevel'), ('starter', 'isForMealType')]",238,38,0.16033755274261605,342,38,0.1111111111111111,0.13126079447322972,238,32,0.13445378151260504
86,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType')]",213,38,0.1784037558685446,342,38,0.1111111111111111,0.13693693693693695,213,29,0.13615023474178403
87,"[('high_protein', 'HasProteinLevel'), ('drink', 'isForMealType')]",9,3,0.3333333333333333,342,3,0.008771929824561403,0.017094017094017096,9,0,0.0
88,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",1177,102,0.08666100254885302,342,102,0.2982456140350877,0.13429888084265965,1177,319,0.27102803738317754
89,"[('low_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",1210,118,0.09760132340777503,342,118,0.34502923976608185,0.15215989684074793,1210,404,0.3338842975206612
90,"[('low_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",27,3,0.1111111111111111,342,3,0.008771929824561403,0.016260162601626018,27,0,0.0
91,"[('low_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",752,47,0.0625,342,47,0.13742690058479531,0.08592321755027423,752,114,0.15159574468085107
92,"[('medium_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",453,47,0.10375275938189846,342,47,0.13742690058479531,0.11823899371069183,453,63,0.1390728476821192
93,"[('medium_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",225,22,0.09777777777777778,342,22,0.06432748538011696,0.07760141093474426,225,17,0.07555555555555556
94,"[('medium_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",63,5,0.07936507936507936,342,5,0.014619883040935672,0.024691358024691357,63,0,0.0
95,"[('medium_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",362,31,0.08587257617728532,342,31,0.09064327485380116,0.08819345661450925,362,34,0.09392265193370165
96,"[('high_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType')]",264,40,0.15151515151515152,342,40,0.11695906432748537,0.13201320132013203,264,29,0.10984848484848485
97,"[('high_protein', 'HasProteinLevel'), ('vegan', 'hasDietType')]",129,12,0.09302325581395349,342,12,0.03508771929824561,0.05095541401273885,129,6,0.046511627906976744
98,"[('high_protein', 'HasProteinLevel'), ('paleo', 'hasDietType')]",317,79,0.24921135646687698,342,79,0.2309941520467836,0.23975720789074353,317,70,0.22082018927444794
99,"[('high_protein', 'HasProteinLevel'), ('standard', 'hasDietType')]",748,125,0.1675603217158177,342,125,0.3654970760233918,0.2297794117647059,748,239,0.3195187165775401
100,"[('low_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",812,84,0.10344827586206896,342,84,0.24561403508771928,0.14558058925476602,812,186,0.229064039408867
101,"[('low_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",394,26,0.06598984771573604,342,26,0.07602339181286549,0.07065217391304347,394,28,0.07106598984771574
102,"[('low_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",956,85,0.08900523560209424,342,85,0.24853801169590642,0.1310717039321511,956,222,0.23221757322175732
103,"[('low_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",713,58,0.08134642356241234,342,58,0.1695906432748538,0.10995260663507109,713,120,0.16830294530154277
104,"[('low_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",238,24,0.10084033613445378,342,24,0.07017543859649122,0.08275862068965517,238,11,0.046218487394957986
105,"[('low_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",149,15,0.10067114093959731,342,15,0.043859649122807015,0.06109979633401222,149,6,0.040268456375838924
106,"[('low_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",235,19,0.08085106382978724,342,19,0.05555555555555555,0.0658578856152513,235,12,0.05106382978723404
107,"[('low_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",168,20,0.11904761904761904,342,20,0.05847953216374269,0.0784313725490196,168,12,0.07142857142857142
108,"[('medium_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",210,21,0.1,342,21,0.06140350877192982,0.07608695652173914,210,14,0.06666666666666667
109,"[('medium_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",171,22,0.1286549707602339,342,22,0.06432748538011696,0.08576998050682262,171,14,0.08187134502923976
110,"[('medium_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",323,25,0.07763975155279502,342,25,0.07309941520467836,0.0753012048192771,323,23,0.07120743034055728
111,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",239,23,0.09623430962343096,342,23,0.06725146198830409,0.07917383820998279,239,16,0.06694560669456066
112,"[('medium_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",97,12,0.12371134020618557,342,12,0.03508771929824561,0.05466970387243736,97,3,0.030927835051546393
113,"[('medium_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",71,8,0.11267605633802817,342,8,0.023391812865497075,0.038740920096852295,71,3,0.04225352112676056
114,"[('medium_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",91,9,0.0989010989010989,342,9,0.02631578947368421,0.0415704387990762,91,1,0.01098901098901099
115,"[('medium_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",95,7,0.07368421052631578,342,7,0.02046783625730994,0.032036613272311214,95,3,0.031578947368421054
116,"[('high_protein', 'HasProteinLevel'), ('global', 'isFromRegion')]",238,39,0.16455696202531644,342,39,0.11403508771929824,0.13471502590673573,238,28,0.11764705882352941
117,"[('high_protein', 'HasProteinLevel'), ('asia', 'isFromRegion')]",234,37,0.1581196581196581,342,37,0.10818713450292397,0.12847222222222224,234,28,0.11965811965811966
118,"[('high_protein', 'HasProteinLevel'), ('north_america', 'isFromRegion')]",441,61,0.1383219954648526,342,61,0.1783625730994152,0.1558109833971903,441,79,0.17913832199546487
119,"[('high_protein', 'HasProteinLevel'), ('europe', 'isFromRegion')]",321,48,0.14953271028037382,342,48,0.14035087719298245,0.14479638009049772,321,45,0.14018691588785046
120,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion')]",152,21,0.13815789473684212,342,21,0.06140350877192982,0.08502024291497975,152,10,0.06578947368421052
121,"[('high_protein', 'HasProteinLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",121,20,0.1652892561983471,342,20,0.05847953216374269,0.08639308855291578,121,7,0.05785123966942149
122,"[('high_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion')]",150,30,0.2,342,30,0.08771929824561403,0.12195121951219512,150,18,0.12
123,"[('high_protein', 'HasProteinLevel'), ('africa', 'isFromRegion')]",135,18,0.13333333333333333,342,18,0.05263157894736842,0.07547169811320754,135,8,0.05925925925925926
124,"[('low_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",794,51,0.06423173803526448,342,51,0.14912280701754385,0.0897887323943662,794,108,0.13602015113350127
125,"[('low_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",645,84,0.13023255813953488,342,84,0.24561403508771928,0.1702127659574468,645,131,0.20310077519379846
126,"[('low_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",821,55,0.06699147381242387,342,55,0.1608187134502924,0.09458297506448839,821,132,0.1607795371498173
127,"[('low_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",338,31,0.09171597633136094,342,31,0.09064327485380116,0.09117647058823528,338,31,0.09171597633136094
128,"[('low_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",733,57,0.07776261937244201,342,57,0.16666666666666666,0.10604651162790696,733,123,0.16780354706684858
129,"[('low_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",334,15,0.04491017964071856,342,15,0.043859649122807015,0.044378698224852076,334,14,0.041916167664670656
130,"[('medium_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",323,35,0.10835913312693499,342,35,0.1023391812865497,0.10526315789473684,323,35,0.10835913312693499
131,"[('medium_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",195,15,0.07692307692307693,342,15,0.043859649122807015,0.0558659217877095,195,8,0.041025641025641026
132,"[('medium_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",241,28,0.11618257261410789,342,28,0.08187134502923976,0.09605488850771869,241,19,0.07883817427385892
133,"[('medium_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",125,13,0.10483870967741936,342,13,0.038011695906432746,0.05579399141630902,125,6,0.048
134,"[('medium_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",287,30,0.10452961672473868,342,30,0.08771929824561403,0.09538950715421304,287,26,0.09059233449477352
135,"[('medium_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",126,7,0.05555555555555555,342,7,0.02046783625730994,0.029914529914529916,126,3,0.023809523809523808
136,"[('high_protein', 'HasProteinLevel'), ('less_than_60_mins', 'needTimeToCook')]",384,53,0.13802083333333334,342,53,0.15497076023391812,0.14600550964187328,384,58,0.15104166666666666
137,"[('high_protein', 'HasProteinLevel'), ('less_than_15_mins', 'needTimeToCook')]",212,27,0.12735849056603774,342,27,0.07894736842105263,0.09747292418772563,212,16,0.07547169811320754
138,"[('high_protein', 'HasProteinLevel'), ('less_than_30_mins', 'needTimeToCook')]",361,63,0.1745152354570637,342,63,0.18421052631578946,0.17923186344238975,361,65,0.18005540166204986
139,"[('high_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook')]",188,33,0.17553191489361702,342,33,0.09649122807017543,0.12452830188679244,188,22,0.11702127659574468
140,"[('high_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook')]",419,53,0.12649164677804295,342,53,0.15497076023391812,0.1392904073587385,419,61,0.14558472553699284
141,"[('high_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook')]",228,39,0.17105263157894737,342,39,0.11403508771929824,0.1368421052631579,228,27,0.11842105263157894
142,"[('low_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",3665,254,0.06932314410480349,342,254,0.7426900584795322,0.12680978532201698,3665,2292,0.62537517053206
143,"[('low_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",3665,202,0.055131004366812224,342,202,0.5906432748538012,0.10084872690963555,3665,2095,0.5716234652114598
144,"[('low_protein', 'HasProteinLevel'), ('water_(eurofir)', 'contains')]",3665,272,0.07423580786026202,342,272,0.7953216374269005,0.13579630554168748,3665,2437,0.6649386084583901
145,"[('low_protein', 'HasProteinLevel'), ('sugar', 'contains')]",3665,270,0.07368995633187773,342,270,0.7894736842105263,0.13479780329505742,3665,2486,0.6783083219645293
146,"[('low_protein', 'HasProteinLevel'), ('flour', 'contains')]",3665,281,0.07669213973799127,342,281,0.8216374269005848,0.14028956565152273,3665,2481,0.6769440654843111
147,"[('low_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",3665,248,0.06768558951965066,342,248,0.7251461988304093,0.12381427858212682,3665,2320,0.6330150068212824
148,"[('low_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",3665,238,0.06495633187772926,342,238,0.695906432748538,0.11882176734897652,3665,2253,0.6147339699863574
149,"[('low_protein', 'HasProteinLevel'), ('butter', 'contains')]",3665,254,0.06932314410480349,342,254,0.7426900584795322,0.12680978532201698,3665,2313,0.6311050477489768
150,"[('low_protein', 'HasProteinLevel'), ('onion', 'contains')]",3665,207,0.056495633187772926,342,207,0.6052631578947368,0.10334498252621067,3665,2099,0.5727148703956344
151,"[('low_protein', 'HasProteinLevel'), ('black_pepper_(ground)', 'contains')]",3665,201,0.05485807860262009,342,201,0.5877192982456141,0.10034947578632053,3665,2135,0.582537517053206
152,"[('low_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",3665,247,0.06741266375545851,342,247,0.7222222222222222,0.12331502745881179,3665,2297,0.6267394270122784
153,"[('low_protein', 'HasProteinLevel'), ('milk', 'contains')]",3665,253,0.06905021834061136,342,253,0.7397660818713451,0.12631053419870195,3665,2310,0.6302864938608458
154,"[('low_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",3665,273,0.07450873362445415,342,273,0.7982456140350878,0.1362955566650025,3665,2424,0.6613915416098226
