Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
47,"[('less_than_30_mins', 'needTimeToCook')]",1423,421,0.29585382993675335,1503,421,0.2801064537591484,1423,398,0.2796907940969782,0.2877648667122352
48,"[('less_than_6_hours', 'needTimeToCook')]",651,258,0.39692307692307693,1503,258,0.17165668662674652,651,115,0.17665130568356374,0.23966558290757087
49,"[('less_than_4_hours', 'needTimeToCook')]",1439,393,0.2731063238359972,1503,393,0.26147704590818366,1439,376,0.26129256428075054,0.2671651937457512
50,"[('more_than_6_hours', 'needTimeToCook')]",688,314,0.4563953488372093,1503,314,0.20891550232867598,688,177,0.25726744186046513,0.28662711090826104
51,"[('salt_product', 'contains')]",2554,924,0.3619271445358402,1503,924,0.6147704590818364,2554,1437,0.5626468285043069,0.4556213017751479
52,"[('garlic_clove', 'contains')]",1671,919,0.5499700777977259,1503,919,0.6114437791084497,1671,985,0.5894673847995212,0.5790800252047889
54,"[('sugar', 'contains')]",2398,1147,0.4785148101793909,1503,1147,0.7631403858948769,2398,1601,0.6676396997497915,0.5882051282051282
55,"[('flour', 'contains')]",1598,956,0.5989974937343359,1503,956,0.6360612109115104,1598,995,0.6226533166458073,0.6169732171668281
56,"[('chicken_egg', 'contains')]",1308,627,0.4797245600612089,1503,627,0.4171656686626746,1308,536,0.40978593272171254,0.4462633451957295
57,"[('olive_oil', 'contains')]",1452,816,0.5619834710743802,1503,816,0.5429141716566867,1452,802,0.5523415977961432,0.5522842639593909
58,"[('butter', 'contains')]",1479,721,0.4874915483434753,1503,721,0.479707252162342,1479,712,0.48140635564570655,0.4835680751173709
59,"[('onion', 'contains')]",1769,779,0.44036178631995476,1503,779,0.5182967398536261,1769,881,0.4980214810627473,0.476161369193154
61,"[('lemon_juice', 'contains')]",604,352,0.5827814569536424,1503,352,0.23419827012641384,604,202,0.3344370860927152,0.334124347413384
62,"[('milk', 'contains')]",1064,537,0.5046992481203008,1503,537,0.35728542914171657,1064,419,0.39379699248120303,0.41838722243864435
63,"[('brown_sugar', 'contains')]",605,332,0.5487603305785124,1503,332,0.2208915502328676,605,190,0.3140495867768595,0.31499051233396586
64,"[('tomato', 'contains')]",993,533,0.5372983870967742,1503,533,0.3546240851630073,993,410,0.41289023162134947,0.427254509018036
65,"[('pepper', 'contains')]",2046,852,0.41662591687041567,1503,852,0.5668662674650699,2046,1085,0.5303030303030303,0.4802705749718151
66,"[('baking_powder', 'contains')]",476,324,0.6821052631578948,1503,324,0.2155688622754491,476,162,0.3403361344537815,0.3276036400404449
67,"[('cinnamon', 'contains')]",872,628,0.7201834862385321,1503,628,0.41783100465735196,872,476,0.5458715596330275,0.5288421052631579
68,"[('red_onion', 'contains')]",448,227,0.5066964285714286,1503,227,0.15103127079174983,448,71,0.15848214285714285,0.23270117888262432
69,"[('honey', 'contains')]",455,283,0.6233480176211453,1503,283,0.18829008649367932,455,169,0.37142857142857144,0.28921819110884006
70,"[('cumin_seed', 'contains')]",437,332,0.7597254004576659,1503,332,0.2208915502328676,437,163,0.37299771167048057,0.34226804123711335
